報告数・定点当り報告数、疾病・週・都道府県・性別（１週から当該週までの報告数・定点当たり報告数とそれらの累積）(総数),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023年23週(06月05日～06月11日),2023年06月14日作成,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
インフルエンザ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,総数,総数,01週,01週,02週,02週,03週,03週,04週,04週,05週,05週,06週,06週,07週,07週,08週,08週,09週,09週,10週,10週,11週,11週,12週,12週,13週,13週,14週,14週,15週,15週,16週,16週,17週,17週,18週,18週,19週,19週,20週,20週,21週,21週,22週,22週,23週,23週
,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当
東京都,593,2.29,24,0.09,18,0.07,22,0.08,23,0.09,22,0.08,12,0.05,24,0.09,11,0.04,12,0.05,13,0.05,37,0.14,20,0.08,29,0.11,31,0.12,27,0.1,23,0.09,29,0.11,24,0.09,49,0.19,33,0.13,46,0.18,39,0.15,25,0.1
神奈川県,362,1.59,16,0.07,16,0.07,11,0.05,11,0.05,6,0.03,10,0.04,11,0.05,17,0.07,7,0.03,8,0.04,4,0.02,9,0.04,7,0.03,33,0.15,24,0.11,12,0.05,10,0.04,11,0.05,23,0.1,21,0.09,38,0.17,28,0.12,29,0.13
新潟県,93,1.69,4,0.07,2,0.04,1,0.02,4,0.07,7,0.13,2,0.04,6,0.11,2,0.04,6,0.11,1,0.02,10,0.18,2,0.04,5,0.09,3,0.06,5,0.09,6,0.11,3,0.06,1,0.02,4,0.07,5,0.09,4,0.07,5,0.09,5,0.09
富山県,84,2.9,1,0.03,1,0.03,0,0,6,0.21,2,0.07,4,0.14,4,0.14,5,0.17,2,0.07,2,0.07,3,0.1,2,0.07,2,0.07,2,0.07,4,0.14,1,0.03,6,0.21,0,0,6,0.21,11,0.38,7,0.24,3,0.1,10,0.34
石川県,52,1.79,4,0.14,2,0.07,2,0.07,1,0.03,3,0.1,1,0.03,5,0.17,3,0.1,4,0.14,2,0.07,3,0.1,3,0.1,4,0.14,0,0,1,0.03,2,0.07,0,0,1,0.03,0,0,3,0.1,5,0.17,2,0.07,1,0.03
福井県,92,4,2,0.09,9,0.39,10,0.43,5,0.22,4,0.17,3,0.13,0,0,3,0.13,2,0.09,4,0.17,6,0.26,3,0.13,2,0.09,2,0.09,4,0.17,2,0.09,5,0.22,0,0,3,0.12,4,0.16,4,0.16,13,0.52,2,0.08
山梨県,18,0.75,0,0,0,0,0,0,0,0,0,0,1,0.04,0,0,0,0,1,0.04,0,0,1,0.04,1,0.04,2,0.08,2,0.08,0,0,4,0.17,0,0,0,0,1,0.04,0,0,5,0.21,0,0,0,0
長野県,98,1.85,2,0.04,9,0.17,2,0.04,5,0.09,4,0.07,1,0.02,2,0.04,1,0.02,5,0.09,1,0.02,4,0.08,3,0.06,1,0.02,3,0.06,5,0.09,2,0.04,3,0.06,3,0.06,8,0.15,8,0.15,10,0.19,7,0.13,9,0.17
岐阜県,39,0.75,0,0,1,0.02,0,0,1,0.02,0,0,1,0.02,1,0.02,1,0.02,0,0,0,0,2,0.04,3,0.06,3,0.06,4,0.08,2,0.04,1,0.02,2,0.04,2,0.04,1,0.02,7,0.13,0,0,4,0.08,3,0.06
静岡県,149,1.69,13,0.15,5,0.06,7,0.08,5,0.06,9,0.1,3,0.03,5,0.06,6,0.07,5,0.06,3,0.03,6,0.07,5,0.06,7,0.08,2,0.02,8,0.09,8,0.09,5,0.06,5,0.06,15,0.17,5,0.06,10,0.11,6,0.07,6,0.07
愛知県,241,1.32,12,0.07,9,0.05,11,0.06,5,0.03,6,0.03,13,0.07,20,0.11,10,0.05,9,0.05,7,0.04,4,0.02,12,0.07,12,0.07,6,0.03,12,0.07,16,0.09,14,0.08,11,0.06,11,0.06,12,0.07,9,0.05,11,0.06,9,0.05
三重県,117,2.66,6,0.13,1,0.02,7,0.16,5,0.11,4,0.09,1,0.02,3,0.07,3,0.07,3,0.07,2,0.04,4,0.09,2,0.04,10,0.22,6,0.13,12,0.27,8,0.18,5,0.11,6,0.13,7,0.16,3,0.07,3,0.07,7,0.16,9,0.2
滋賀県,142,4.06,3,0.08,3,0.08,5,0.14,2,0.06,4,0.11,3,0.08,8,0.22,3,0.08,4,0.11,2,0.06,3,0.08,4,0.11,0,0,3,0.09,3,0.08,7,0.19,8,0.22,5,0.15,20,0.56,9,0.25,15,0.42,13,0.36,15,0.42
京都府,183,2.41,15,0.2,18,0.24,11,0.14,8,0.11,6,0.08,3,0.04,6,0.08,2,0.03,8,0.11,5,0.07,4,0.05,11,0.15,3,0.04,10,0.13,8,0.11,12,0.16,4,0.05,8,0.11,8,0.11,6,0.08,6,0.08,9,0.12,12,0.16
大阪府,327,1.69,22,0.11,22,0.11,18,0.09,16,0.08,16,0.08,10,0.05,9,0.05,6,0.03,11,0.06,6,0.03,12,0.06,9,0.05,14,0.07,13,0.07,19,0.1,25,0.13,13,0.07,17,0.09,11,0.06,13,0.07,16,0.08,12,0.06,17,0.09
兵庫県,244,1.91,11,0.08,7,0.05,6,0.05,18,0.14,6,0.05,10,0.08,9,0.07,8,0.06,7,0.05,4,0.03,9,0.07,8,0.06,4,0.03,20,0.16,10,0.08,18,0.14,18,0.14,9,0.07,11,0.09,15,0.12,13,0.1,12,0.09,11,0.09
奈良県,35,1.03,1,0.03,3,0.09,2,0.06,1,0.03,3,0.09,2,0.06,2,0.06,1,0.03,1,0.03,1,0.03,3,0.09,2,0.06,3,0.09,1,0.03,2,0.06,1,0.03,0,0,0,0,0,0,0,0,3,0.09,0,0,3,0.09
和歌山県,38,1.27,0,0,1,0.03,2,0.07,4,0.13,3,0.1,0,0,5,0.17,2,0.07,1,0.03,1,0.03,0,0,3,0.1,1,0.03,3,0.1,0,0,1,0.03,2,0.07,2,0.07,2,0.07,2,0.07,0,0,0,0,3,0.1
鳥取県,19,1,1,0.05,1,0.05,0,0,0,0,1,0.05,1,0.05,1,0.05,3,0.16,0,0,0,0,2,0.11,2,0.11,0,0,0,0,0,0,1,0.05,0,0,0,0,3,0.16,1,0.05,0,0,1,0.05,1,0.05
島根県,54,2.35,1,0.04,3,0.13,4,0.17,4,0.17,1,0.04,2,0.09,2,0.09,2,0.09,1,0.04,4,0.17,7,0.3,1,0.04,3,0.13,4,0.17,4,0.17,0,0,3,0.13,3,0.13,1,0.04,2,0.09,0,0,1,0.04,1,0.04
岡山県,98,1.81,6,0.11,5,0.09,6,0.11,3,0.06,3,0.06,1,0.02,3,0.06,2,0.04,1,0.02,4,0.07,2,0.04,1,0.02,4,0.07,2,0.04,2,0.04,5,0.09,8,0.15,8,0.15,4,0.07,5,0.09,8,0.15,7,0.13,8,0.15
広島県,116,1.63,4,0.06,4,0.06,4,0.06,2,0.03,6,0.08,4,0.06,2,0.03,3,0.04,2,0.03,2,0.03,5,0.07,5,0.07,7,0.1,10,0.14,1,0.01,2,0.03,3,0.04,2,0.03,10,0.14,8,0.11,9,0.13,8,0.11,13,0.18
山口県,84,1.91,1,0.02,2,0.04,1,0.02,1,0.02,7,0.16,0,0,3,0.07,2,0.04,0,0,3,0.07,4,0.09,2,0.04,2,0.04,4,0.09,3,0.07,7,0.16,3,0.07,3,0.07,9,0.21,2,0.05,19,0.44,3,0.07,3,0.07
徳島県,39,1.7,1,0.04,6,0.26,1,0.04,1,0.04,0,0,3,0.13,0,0,2,0.09,1,0.04,2,0.09,1,0.04,0,0,0,0,2,0.09,0,0,0,0,3,0.13,3,0.13,3,0.13,4,0.17,4,0.17,2,0.09,0,0
香川県,43,1.54,0,0,1,0.04,1,0.04,1,0.04,0,0,0,0,6,0.21,1,0.04,1,0.04,2,0.07,0,0,2,0.07,1,0.04,2,0.07,3,0.11,4,0.14,2,0.07,5,0.18,0,0,2,0.07,3,0.11,4,0.14,2,0.07
愛媛県,51,1.42,1,0.03,2,0.05,0,0,4,0.11,1,0.03,1,0.03,1,0.03,2,0.05,1,0.03,4,0.11,0,0,4,0.11,1,0.03,0,0,1,0.03,2,0.05,8,0.22,1,0.03,3,0.08,2,0.05,7,0.19,0,0,5,0.14
高知県,43,1.65,1,0.04,2,0.07,2,0.07,1,0.04,1,0.04,1,0.04,2,0.07,0,0,1,0.04,0,0,3,0.11,2,0.07,1,0.04,0,0,5,0.19,2,0.07,0,0,5,0.19,2,0.08,4,0.15,0,0,3,0.12,5,0.19
福岡県,291,2.43,8,0.07,15,0.13,12,0.1,15,0.13,8,0.07,12,0.1,13,0.11,17,0.14,9,0.08,17,0.14,10,0.08,9,0.08,7,0.06,13,0.11,11,0.09,17,0.14,15,0.13,9,0.08,19,0.16,9,0.08,19,0.16,10,0.08,17,0.14
佐賀県,26,1.13,0,0,1,0.04,1,0.04,1,0.04,0,0,0,0,1,0.04,1,0.04,0,0,3,0.13,0,0,1,0.04,1,0.04,2,0.09,2,0.09,1,0.04,1,0.04,0,0,1,0.04,3,0.13,1,0.04,0,0,5,0.22
長崎県,96,2.18,11,0.25,6,0.14,4,0.09,2,0.05,3,0.07,3,0.07,7,0.16,2,0.05,4,0.09,0,0,4,0.09,3,0.07,5,0.11,5,0.11,12,0.27,2,0.05,2,0.05,2,0.05,4,0.09,3,0.07,0,0,5,0.11,7,0.16
熊本県,88,1.8,3,0.06,6,0.12,3,0.06,3,0.06,2,0.04,7,0.14,4,0.08,2,0.04,1,0.02,4,0.08,4,0.08,4,0.08,2,0.04,2,0.04,1,0.02,6,0.13,3,0.06,2,0.04,7,0.14,3,0.06,7,0.14,4,0.08,8,0.16
大分県,131,3.64,2,0.06,2,0.06,3,0.08,0,0,4,0.11,3,0.08,2,0.06,1,0.03,5,0.14,2,0.06,4,0.11,12,0.33,8,0.22,6,0.17,4,0.11,4,0.11,13,0.36,7,0.19,12,0.33,6,0.17,19,0.53,5,0.14,7,0.19
宮崎県,85,2.43,3,0.08,3,0.08,3,0.09,3,0.08,1,0.03,4,0.11,1,0.03,5,0.14,3,0.08,4,0.11,2,0.06,2,0.06,14,0.39,7,0.19,5,0.14,6,0.17,3,0.09,3,0.08,0,0,4,0.11,3,0.08,2,0.06,4,0.11
鹿児島県,105,1.98,3,0.06,5,0.09,8,0.15,1,0.02,6,0.11,0,0,1,0.02,6,0.11,1,0.02,2,0.04,3,0.06,0,0,2,0.04,4,0.08,5,0.09,3,0.06,7,0.13,3,0.06,8,0.15,19,0.36,7,0.13,7,0.13,4,0.08
沖縄県,64,2,5,0.15,4,0.12,4,0.12,6,0.18,1,0.03,1,0.03,3,0.09,1,0.03,4,0.13,3,0.09,2,0.06,2,0.06,5,0.15,2,0.06,7,0.22,1,0.03,2,0.06,4,0.13,3,0.1,0,0,3,0.1,1,0.03,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
手足口病,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,総数,総数,01週,01週,02週,02週,03週,03週,04週,04週,05週,05週,06週,06週,07週,07週,08週,08週,09週,09週,10週,10週,11週,11週,12週,12週,13週,13週,14週,14週,15週,15週,16週,16週,17週,17週,18週,18週,19週,19週,20週,20週,21週,21週,22週,22週,23週,23週
,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当
総数,11903,3.79,322,0.1,286,0.09,331,0.1,322,0.1,293,0.09,266,0.08,242,0.08,207,0.07,206,0.07,216,0.07,224,0.07,234,0.07,277,0.09,296,0.09,417,0.13,635,0.2,583,0.19,492,0.16,576,0.18,793,0.25,1134,0.36,1494,0.48,2057,0.66
北海道,72,0.52,7,0.05,1,0.01,4,0.03,1,0.01,4,0.03,7,0.05,0,0,2,0.01,3,0.02,5,0.04,1,0.01,1,0.01,0,0,0,0,0,0,5,0.04,3,0.02,0,0,1,0.01,9,0.07,6,0.04,6,0.04,6,0.04
青森県,77,1.93,1,0.02,0,0,0,0,1,0.02,0,0,1,0.02,2,0.05,0,0,2,0.05,1,0.02,1,0.02,0,0,0,0,0,0,1,0.03,0,0,2,0.05,1,0.03,6,0.16,5,0.13,20,0.53,10,0.26,23,0.61
岩手県,71,1.82,2,0.05,2,0.05,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,2,0.05,2,0.05,1,0.03,3,0.08,2,0.05,2,0.05,0,0,0,0,0,0,0,0,6,0.15,2,0.05,16,0.4,30,0.75
宮城県,62,1.11,2,0.03,0,0,0,0,2,0.03,1,0.02,0,0,1,0.02,0,0,0,0,3,0.05,1,0.02,0,0,0,0,1,0.02,0,0,0,0,1,0.02,0,0,2,0.04,1,0.02,7,0.13,17,0.31,23,0.42
秋田県,12,0.36,0,0,0,0,0,0,1,0.03,1,0.03,1,0.03,3,0.09,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03,1,0.03,0,0,2,0.06,1,0.03
山形県,22,0.79,0,0,0,0,0,0,1,0.03,2,0.07,2,0.07,2,0.07,1,0.03,3,0.1,0,0,0,0,1,0.03,1,0.03,1,0.04,0,0,0,0,0,0,0,0,0,0,1,0.04,1,0.04,3,0.11,3,0.11
福島県,43,0.88,0,0,0,0,2,0.04,0,0,1,0.02,2,0.04,1,0.02,0,0,0,0,0,0,0,0,0,0,2,0.04,0,0,1,0.02,4,0.08,0,0,0,0,0,0,3,0.06,2,0.04,6,0.12,19,0.39
茨城県,585,7.8,1,0.01,0,0,0,0,0,0,1,0.01,0,0,1,0.01,0,0,7,0.09,3,0.04,3,0.04,5,0.07,5,0.07,4,0.05,5,0.07,17,0.23,24,0.31,24,0.32,28,0.37,39,0.52,77,1.03,126,1.68,215,2.87
栃木県,67,1.4,0,0,0,0,3,0.06,9,0.19,6,0.13,2,0.04,2,0.04,0,0,0,0,0,0,1,0.02,0,0,0,0,1,0.02,0,0,1,0.02,3,0.06,0,0,1,0.02,6,0.13,3,0.06,10,0.21,19,0.4
群馬県,68,1.28,2,0.04,3,0.06,1,0.02,1,0.02,0,0,0,0,1,0.02,0,0,2,0.04,1,0.02,1,0.02,0,0,1,0.02,1,0.02,1,0.02,2,0.04,7,0.13,4,0.08,7,0.13,8,0.15,8,0.15,3,0.06,14,0.26
埼玉県,731,4.54,4,0.03,6,0.04,3,0.02,8,0.05,9,0.06,13,0.08,14,0.09,6,0.04,3,0.02,5,0.03,4,0.03,7,0.04,3,0.02,11,0.07,15,0.09,24,0.15,21,0.13,27,0.17,46,0.28,56,0.34,76,0.47,135,0.82,235,1.43
千葉県,387,3,4,0.03,4,0.03,2,0.02,1,0.01,0,0,0,0,2,0.02,1,0.01,1,0.01,2,0.02,2,0.02,0,0,5,0.04,1,0.01,12,0.09,26,0.2,20,0.16,21,0.17,18,0.14,40,0.31,41,0.32,85,0.66,99,0.77
東京都,780,3.01,13,0.05,9,0.03,8,0.03,6,0.02,12,0.05,17,0.07,16,0.06,10,0.04,3,0.01,5,0.02,11,0.04,6,0.02,7,0.03,11,0.04,35,0.13,52,0.2,35,0.13,33,0.13,44,0.17,80,0.31,95,0.36,102,0.39,170,0.65
神奈川県,445,1.96,9,0.04,10,0.04,9,0.04,9,0.04,8,0.04,7,0.03,4,0.02,1,0,3,0.01,10,0.04,8,0.04,9,0.04,8,0.04,4,0.02,8,0.04,9,0.04,10,0.04,12,0.05,31,0.13,38,0.17,64,0.28,76,0.33,98,0.44
新潟県,141,2.56,1,0.02,2,0.04,1,0.02,6,0.11,9,0.16,5,0.09,4,0.07,2,0.04,0,0,0,0,1,0.02,1,0.02,0,0,0,0,2,0.04,0,0,2,0.04,1,0.02,3,0.06,11,0.2,22,0.41,22,0.41,46,0.85
富山県,98,3.38,2,0.07,2,0.07,0,0,1,0.03,0,0,2,0.07,0,0,1,0.03,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,3,0.1,0,0,2,0.07,8,0.28,9,0.31,16,0.55,22,0.76,29,1
石川県,185,6.38,12,0.41,8,0.28,4,0.14,9,0.31,4,0.14,3,0.1,5,0.17,6,0.21,2,0.07,1,0.03,8,0.28,4,0.14,5,0.17,7,0.24,3,0.1,7,0.24,21,0.72,6,0.21,15,0.52,17,0.59,11,0.38,15,0.52,12,0.41
福井県,268,11.65,4,0.17,14,0.61,9,0.39,11,0.48,19,0.83,7,0.3,12,0.52,10,0.43,10,0.43,10,0.43,4,0.17,1,0.04,5,0.22,10,0.43,8,0.35,19,0.83,18,0.78,20,0.8,12,0.48,11,0.44,10,0.4,13,0.52,31,1.24
山梨県,23,0.96,0,0,0,0,0,0,0,0,0,0,0,0,1,0.04,0,0,0,0,0,0,3,0.13,0,0,0,0,1,0.04,3,0.13,0,0,0,0,0,0,0,0,5,0.21,0,0,2,0.08,8,0.33
長野県,48,0.91,1,0.02,3,0.06,4,0.07,2,0.04,0,0,1,0.02,0,0,0,0,0,0,0,0,1,0.02,0,0,0,0,0,0,3,0.06,1,0.02,0,0,0,0,1,0.02,3,0.06,8,0.15,10,0.19,10,0.19
岐阜県,63,1.21,2,0.04,0,0,0,0,1,0.02,2,0.04,0,0,1,0.02,3,0.06,1,0.02,2,0.04,2,0.04,4,0.08,4,0.08,2,0.04,5,0.09,5,0.09,4,0.08,2,0.04,2,0.04,4,0.08,1,0.02,13,0.25,3,0.06
静岡県,309,3.51,4,0.04,0,0,2,0.02,2,0.02,0,0,2,0.02,1,0.01,1,0.01,1,0.01,2,0.02,2,0.02,3,0.03,8,0.09,7,0.08,11,0.13,11,0.13,8,0.09,13,0.15,26,0.29,35,0.39,38,0.43,54,0.61,78,0.88
愛知県,279,1.53,12,0.07,6,0.03,5,0.03,2,0.01,3,0.02,1,0.01,3,0.02,3,0.02,3,0.02,1,0.01,3,0.02,4,0.02,8,0.04,7,0.04,15,0.08,10,0.05,18,0.1,13,0.07,20,0.11,22,0.12,34,0.19,34,0.19,52,0.29
三重県,52,1.18,1,0.02,1,0.02,0,0,0,0,1,0.02,0,0,1,0.02,2,0.04,3,0.07,1,0.02,1,0.02,1,0.02,2,0.04,0,0,2,0.04,0,0,0,0,3,0.07,2,0.04,1,0.02,5,0.11,5,0.11,20,0.44
滋賀県,78,2.23,1,0.03,2,0.06,4,0.11,3,0.08,5,0.14,0,0,0,0,1,0.03,1,0.03,0,0,2,0.06,0,0,0,0,2,0.06,0,0,1,0.03,1,0.03,0,0,6,0.17,3,0.08,8,0.22,11,0.31,27,0.75
京都府,185,2.43,11,0.14,14,0.18,22,0.29,3,0.04,6,0.08,7,0.09,7,0.09,3,0.04,2,0.03,1,0.01,5,0.07,5,0.07,1,0.01,3,0.04,2,0.03,6,0.08,4,0.05,8,0.11,6,0.08,15,0.19,12,0.16,17,0.22,25,0.32
大阪府,621,3.22,30,0.15,10,0.05,26,0.13,19,0.1,13,0.07,18,0.09,13,0.07,8,0.04,7,0.04,4,0.02,12,0.06,15,0.08,7,0.04,6,0.03,21,0.11,31,0.16,29,0.15,33,0.17,28,0.15,38,0.2,71,0.37,92,0.48,90,0.47
兵庫県,620,4.84,30,0.23,23,0.18,27,0.21,32,0.25,31,0.24,18,0.14,23,0.18,16,0.12,9,0.07,9,0.07,6,0.05,11,0.09,5,0.04,12,0.09,15,0.12,23,0.18,30,0.23,24,0.19,34,0.26,58,0.45,76,0.59,66,0.51,42,0.33
奈良県,175,5.15,10,0.29,12,0.35,13,0.38,4,0.12,2,0.06,12,0.35,3,0.09,1,0.03,3,0.09,3,0.09,2,0.06,1,0.03,0,0,2,0.06,5,0.15,10,0.29,17,0.5,7,0.21,7,0.21,13,0.38,12,0.35,20,0.59,16,0.47
和歌山県,45,1.5,9,0.3,4,0.13,4,0.13,3,0.1,2,0.07,2,0.07,2,0.07,0,0,0,0,0,0,1,0.03,0,0,2,0.07,2,0.07,0,0,0,0,1,0.03,1,0.03,1,0.03,2,0.07,2,0.07,4,0.13,3,0.1
鳥取県,35,1.84,1,0.05,1,0.05,5,0.26,0,0,0,0,0,0,0,0,1,0.05,1,0.05,0,0,0,0,0,0,0,0,1,0.05,4,0.21,2,0.11,2,0.11,5,0.26,1,0.05,3,0.16,3,0.16,2,0.11,3,0.16
島根県,145,6.3,4,0.17,8,0.35,8,0.35,15,0.65,10,0.43,5,0.22,2,0.09,3,0.13,1,0.04,8,0.35,0,0,4,0.17,0,0,0,0,1,0.04,2,0.09,3,0.13,4,0.17,4,0.17,8,0.35,13,0.57,20,0.87,22,0.96
岡山県,389,7.2,8,0.15,3,0.06,7,0.13,6,0.11,3,0.06,5,0.09,4,0.07,7,0.13,7,0.13,4,0.07,7,0.13,2,0.04,6,0.11,12,0.22,7,0.13,28,0.52,21,0.39,18,0.33,21,0.39,36,0.67,35,0.65,60,1.11,82,1.52
広島県,89,1.25,7,0.1,3,0.04,3,0.04,2,0.03,3,0.04,1,0.01,0,0,1,0.01,1,0.01,5,0.07,0,0,0,0,0,0,3,0.04,1,0.01,3,0.04,1,0.01,3,0.04,1,0.01,9,0.13,16,0.23,11,0.15,15,0.21
山口県,137,3.11,4,0.09,0,0,3,0.07,5,0.11,2,0.04,4,0.09,3,0.07,2,0.04,0,0,0,0,0,0,1,0.02,1,0.02,1,0.02,3,0.07,0,0,2,0.05,1,0.02,7,0.16,7,0.16,15,0.35,34,0.79,42,0.98
徳島県,83,3.61,5,0.22,6,0.26,3,0.13,11,0.48,9,0.39,3,0.13,1,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.17,10,0.43,13,0.57,18,0.78
香川県,65,2.32,3,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.04,0,0,1,0.04,0,0,1,0.04,3,0.11,1,0.04,0,0,4,0.14,9,0.32,23,0.82,19,0.68
愛媛県,60,1.67,10,0.27,8,0.22,4,0.11,1,0.03,1,0.03,0,0,0,0,1,0.03,0,0,0,0,1,0.03,1,0.03,1,0.03,2,0.05,3,0.08,1,0.03,0,0,1,0.03,1,0.03,2,0.05,6,0.16,9,0.24,7,0.19
高知県,112,4.31,8,0.3,6,0.22,8,0.3,5,0.19,6,0.22,5,0.19,7,0.26,6,0.22,2,0.07,7,0.26,6,0.22,5,0.19,9,0.33,7,0.26,4,0.15,5,0.19,3,0.11,4,0.15,4,0.15,1,0.04,2,0.08,0,0,2,0.08
福岡県,827,6.89,37,0.31,33,0.28,33,0.28,37,0.31,38,0.32,18,0.15,18,0.15,19,0.16,17,0.14,27,0.23,8,0.07,8,0.07,17,0.14,11,0.09,20,0.17,39,0.33,31,0.26,39,0.33,28,0.23,34,0.28,89,0.74,105,0.88,121,1.01
佐賀県,120,5.22,5,0.22,12,0.52,19,0.83,6,0.26,4,0.17,1,0.04,3,0.13,2,0.09,13,0.57,2,0.09,2,0.09,5,0.22,5,0.22,1,0.04,2,0.09,4,0.17,2,0.09,1,0.04,2,0.09,0,0,5,0.22,12,0.52,12,0.52
長崎県,289,6.57,6,0.14,14,0.32,12,0.27,15,0.34,17,0.39,17,0.39,4,0.09,2,0.05,0,0,7,0.16,5,0.11,0,0,9,0.2,16,0.36,11,0.25,23,0.52,14,0.32,11,0.25,17,0.39,13,0.3,24,0.55,19,0.43,33,0.75
熊本県,188,3.84,15,0.3,12,0.24,15,0.3,10,0.2,9,0.18,6,0.12,4,0.08,5,0.1,1,0.02,2,0.04,1,0.02,2,0.04,2,0.04,2,0.04,3,0.06,10,0.21,11,0.22,4,0.08,14,0.28,14,0.28,14,0.28,11,0.22,21,0.42
大分県,151,4.19,6,0.17,0,0,2,0.06,1,0.03,1,0.03,0,0,0,0,1,0.03,1,0.03,0,0,2,0.06,2,0.06,2,0.06,1,0.03,1,0.03,3,0.08,3,0.08,8,0.22,7,0.19,9,0.25,23,0.64,25,0.69,53,1.47
宮崎県,381,10.89,0,0,7,0.19,8,0.23,7,0.19,2,0.06,2,0.06,1,0.03,0,0,0,0,0,0,3,0.08,0,0,4,0.11,1,0.03,12,0.33,10,0.28,18,0.51,29,0.81,22,0.61,32,0.89,51,1.42,79,2.19,93,2.58
鹿児島県,410,7.74,16,0.3,14,0.26,19,0.35,30,0.56,12,0.22,15,0.28,9,0.17,4,0.07,6,0.11,2,0.04,4,0.07,4,0.07,8,0.15,6,0.11,11,0.21,45,0.85,28,0.53,10,0.19,11,0.21,22,0.42,45,0.85,45,0.85,44,0.83
沖縄県,1810,56.56,12,0.36,23,0.7,28,0.85,33,1,34,1.03,54,1.69,61,1.91,75,2.34,86,2.69,81,2.53,97,3.03,119,3.72,130,3.94,133,4.03,159,4.97,192,6,162,5.06,98,3.16,80,2.58,55,1.77,46,1.48,29,0.94,23,0.74
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
伝染性紅斑,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,総数,総数,01週,01週,02週,02週,03週,03週,04週,04週,05週,05週,06週,06週,07週,07週,08週,08週,09週,09週,10週,10週,11週,11週,12週,12週,13週,13週,14週,14週,15週,15週,16週,16週,17週,17週,18週,18週,19週,19週,20週,20週,21週,21週,22週,22週,23週,23週
,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当
総数,779,0.25,21,0.01,21,0.01,16,0.01,26,0.01,21,0.01,22,0.01,46,0.01,30,0.01,21,0.01,37,0.01,28,0.01,27,0.01,24,0.01,31,0.01,43,0.01,38,0.01,34,0.01,35,0.01,62,0.02,45,0.01,41,0.01,54,0.02,56,0.02
北海道,21,0.15,0,0,0,0,1,0.01,0,0,0,0,0,0,1,0.01,0,0,0,0,1,0.01,0,0,0,0,0,0,2,0.01,0,0,2,0.01,1,0.01,0,0,4,0.03,0,0,4,0.03,3,0.02,2,0.01
青森県,8,0.2,1,0.02,0,0,0,0,0,0,0,0,0,0,2,0.05,0,0,0,0,3,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,1,0.03,0,0
岩手県,3,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,2,0.05,0,0
宮城県,23,0.41,2,0.03,2,0.03,1,0.02,0,0,0,0,1,0.02,0,0,1,0.02,0,0,1,0.02,2,0.03,0,0,0,0,0,0,1,0.02,1,0.02,2,0.04,4,0.07,3,0.06,0,0,0,0,0,0,2,0.04
秋田県,8,0.24,0,0,0,0,2,0.06,0,0,0,0,1,0.03,1,0.03,2,0.06,0,0,1,0.03,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
山形県,4,0.14,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.04,0,0
