報告数・定点当り報告数、疾病・週・都道府県・性別（１週から当該週までの報告数・定点当たり報告数とそれらの累積）(総数),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024年19週(05月06日～05月12日),2024年05月15日作成,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
インフルエンザ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,総数,総数,01週,01週,02週,02週,03週,03週,04週,04週,05週,05週,06週,06週,07週,07週,08週,08週,09週,09週,10週,10週,11週,11週,12週,12週,13週,13週,14週,14週,15週,15週,16週,16週,17週,17週,18週,18週,19週,19週
岡山県,185,3.43,4,0.07,16,0.3,11,0.2,8,0.15,8,0.15,8,0.15,13,0.24,6,0.11,12,0.22,6,0.11,7,0.13,7,0.13,10,0.19,12,0.22,7,0.13,17,0.31,17,0.31,7,0.13,9,0.17
広島県,261,3.78,8,0.11,10,0.14,15,0.21,16,0.23,13,0.19,10,0.15,4,0.06,11,0.16,13,0.19,11,0.16,14,0.2,14,0.2,21,0.3,15,0.22,15,0.22,19,0.28,23,0.34,14,0.21,15,0.21
山口県,249,5.79,7,0.16,11,0.26,12,0.28,8,0.19,12,0.28,12,0.28,15,0.35,8,0.19,14,0.33,15,0.35,10,0.23,16,0.37,16,0.37,10,0.23,20,0.47,17,0.4,21,0.49,11,0.26,14,0.33
徳島県,116,5.04,3,0.13,4,0.17,4,0.17,7,0.3,6,0.26,4,0.17,6,0.26,7,0.3,1,0.04,8,0.35,6,0.26,6,0.26,7,0.3,8,0.35,7,0.3,8,0.35,11,0.48,8,0.35,5,0.22
香川県,141,5.04,2,0.07,4,0.14,6,0.21,5,0.18,8,0.29,5,0.18,3,0.11,4,0.14,5,0.18,6,0.21,11,0.39,8,0.29,8,0.29,8,0.29,10,0.36,20,0.71,14,0.5,3,0.11,11,0.39
愛媛県,222,6.17,6,0.17,12,0.32,12,0.32,10,0.27,16,0.43,12,0.32,13,0.35,9,0.24,13,0.35,5,0.14,15,0.41,9,0.24,13,0.35,11,0.3,9,0.24,16,0.43,11,0.3,11,0.3,19,0.51
高知県,89,3.56,1,0.04,4,0.15,4,0.15,6,0.23,5,0.19,7,0.27,3,0.12,5,0.19,4,0.15,4,0.15,8,0.31,5,0.19,6,0.24,4,0.16,2,0.08,6,0.24,6,0.24,6,0.24,3,0.12
福岡県,746,6.22,26,0.22,41,0.34,36,0.3,37,0.31,39,0.33,34,0.28,35,0.29,31,0.26,29,0.24,38,0.32,44,0.37,38,0.32,42,0.35,40,0.33,48,0.4,57,0.48,46,0.38,33,0.28,52,0.43
佐賀県,193,8.39,3,0.13,9,0.39,11,0.48,7,0.3,6,0.26,7,0.3,6,0.26,9,0.39,11,0.48,8,0.35,14,0.61,15,0.65,10,0.43,9,0.39,8,0.35,18,0.78,16,0.7,8,0.35,18,0.78
長崎県,206,4.79,7,0.16,6,0.14,5,0.11,13,0.3,13,0.3,8,0.18,10,0.23,12,0.28,6,0.14,15,0.35,13,0.3,12,0.28,11,0.26,10,0.23,13,0.3,18,0.41,10,0.23,8,0.18,16,0.36
熊本県,440,8.8,12,0.24,26,0.52,21,0.42,25,0.5,25,0.5,19,0.38,19,0.38,12,0.24,18,0.36,11,0.22,14,0.28,16,0.32,25,0.5,21,0.42,24,0.48,46,0.92,42,0.84,26,0.52,38,0.76
大分県,310,8.61,11,0.31,16,0.44,14,0.39,17,0.47,13,0.36,15,0.42,12,0.33,12,0.33,18,0.5,16,0.44,13,0.36,17,0.47,18,0.5,17,0.47,16,0.44,21,0.58,23,0.64,14,0.39,27,0.75
宮崎県,270,7.5,13,0.36,6,0.17,11,0.31,12,0.33,10,0.28,10,0.28,13,0.36,10,0.28,16,0.44,14,0.39,13,0.36,11,0.31,23,0.64,10,0.28,14,0.39,21,0.58,19,0.53,21,0.58,23,0.64
鹿児島県,284,5.68,7,0.14,7,0.14,19,0.37,12,0.24,12,0.24,15,0.29,15,0.29,9,0.18,15,0.29,17,0.33,18,0.35,6,0.12,17,0.33,13,0.26,19,0.37,18,0.35,24,0.47,17,0.33,24,0.47
沖縄県,81,2.7,5,0.16,3,0.1,1,0.03,6,0.19,3,0.1,2,0.06,4,0.13,3,0.1,3,0.1,7,0.23,4,0.13,3,0.1,6,0.19,4,0.13,3,0.1,4,0.13,8,0.27,6,0.2,6,0.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ヘルパンギーナ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,総数,総数,01週,01週,02週,02週,03週,03週,04週,04週,05週,05週,06週,06週,07週,07週,08週,08週,09週,09週,10週,10週,11週,11週,12週,12週,13週,13週,14週,14週,15週,15週,16週,16週,17週,17週,18週,18週,19週,19週
,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当
総数,2323,0.74,66,0.02,75,0.02,93,0.03,92,0.03,84,0.03,64,0.02,53,0.02,93,0.03,103,0.03,81,0.03,63,0.02,70,0.02,77,0.02,97,0.03,141,0.05,192,0.06,285,0.09,239,0.08,355,0.11
北海道,21,0.15,1,0.01,1,0.01,1,0.01,3,0.02,0,0,0,0,0,0,4,0.03,5,0.04,1,0.01,0,0,0,0,0,0,1,0.01,0,0,2,0.01,1,0.01,1,0.01,0,0
青森県,10,0.28,0,0,1,0.03,1,0.03,1,0.03,0,0,0,0,0,0,1,0.03,0,0,0,0,2,0.05,0,0,0,0,0,0,2,0.05,0,0,0,0,0,0,2,0.05
岩手県,16,0.41,0,0,3,0.08,6,0.15,1,0.03,0,0,0,0,0,0,0,0,0,0,2,0.05,2,0.05,0,0,0,0,1,0.03,0,0,0,0,1,0.03,0,0,0,0
宮城県,10,0.19,0,0,1,0.02,0,0,1,0.02,1,0.02,0,0,0,0,1,0.02,0,0,0,0,0,0,3,0.05,0,0,0,0,0,0,3,0.06,0,0,0,0,0,0
秋田県,12,0.36,0,0,1,0.03,1,0.03,0,0,0,0,0,0,2,0.06,0,0,1,0.03,1,0.03,0,0,1,0.03,0,0,0,0,2,0.06,1,0.03,1,0.03,0,0,1,0.03
山形県,21,0.75,0,0,1,0.04,0,0,1,0.04,0,0,0,0,4,0.14,4,0.14,7,0.25,2,0.07,0,0,1,0.04,0,0,0,0,0,0,0,0,0,0,0,0,1,0.04
福島県,6,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.02,1,0.02,0,0,0,0,1,0.02,1,0.02,1,0.02,1,0.02
茨城県,49,0.65,3,0.04,3,0.04,5,0.07,3,0.04,2,0.03,2,0.03,0,0,1,0.01,4,0.05,4,0.05,1,0.01,1,0.01,2,0.03,3,0.04,3,0.04,4,0.05,3,0.04,1,0.01,4,0.05
栃木県,12,0.25,1,0.02,0,0,0,0,1,0.02,0,0,0,0,0,0,2,0.04,1,0.02,1,0.02,0,0,0,0,1,0.02,0,0,1,0.02,1,0.02,1,0.02,1,0.02,1,0.02
群馬県,114,2.19,0,0,0,0,4,0.08,1,0.02,1,0.02,1,0.02,0,0,2,0.04,5,0.09,2,0.04,2,0.04,2,0.04,3,0.06,7,0.13,6,0.11,13,0.25,23,0.43,16,0.32,26,0.49
埼玉県,48,0.3,2,0.01,4,0.02,2,0.01,1,0.01,3,0.02,2,0.01,0,0,1,0.01,4,0.02,1,0.01,0,0,2,0.01,1,0.01,5,0.03,4,0.02,9,0.06,3,0.02,2,0.01,2,0.01
千葉県,36,0.29,1,0.01,0,0,1,0.01,1,0.01,0,0,3,0.02,0,0,2,0.02,1,0.01,1,0.01,0,0,0,0,2,0.02,3,0.02,6,0.05,3,0.02,4,0.03,2,0.02,6,0.05
東京都,66,0.25,2,0.01,4,0.02,3,0.01,1,0,2,0.01,1,0,4,0.02,1,0,4,0.02,3,0.01,3,0.01,2,0.01,5,0.02,3,0.01,4,0.02,3,0.01,10,0.04,6,0.02,5,0.02
神奈川県,95,0.41,2,0.01,5,0.02,4,0.02,4,0.02,10,0.04,7,0.03,1,0,2,0.01,3,0.01,5,0.02,2,0.01,3,0.01,0,0,9,0.04,7,0.03,12,0.05,6,0.03,8,0.04,5,0.02
新潟県,15,0.27,1,0.02,1,0.02,1,0.02,1,0.02,1,0.02,0,0,0,0,1,0.02,1,0.02,1,0.02,0,0,1,0.02,2,0.04,0,0,2,0.04,0,0,0,0,1,0.02,1,0.02
富山県,48,1.71,5,0.17,5,0.17,5,0.17,4,0.14,2,0.07,2,0.07,2,0.07,4,0.14,4,0.14,0,0,0,0,3,0.1,0,0,4,0.14,0,0,1,0.04,3,0.11,2,0.07,2,0.07
石川県,12,0.43,1,0.04,0,0,1,0.04,0,0,0,0,1,0.04,0,0,0,0,1,0.03,1,0.03,1,0.03,0,0,0,0,0,0,0,0,2,0.07,2,0.07,1,0.03,1,0.03
福井県,28,1.12,1,0.04,0,0,0,0,2,0.08,0,0,0,0,0,0,0,0,1,0.04,1,0.04,3,0.12,0,0,0,0,0,0,1,0.04,2,0.08,7,0.28,4,0.16,6,0.24
山梨県,7,0.29,1,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.04,0,0,0,0,0,0,2,0.08,3,0.13
長野県,17,0.31,1,0.02,0,0,4,0.07,0,0,0,0,1,0.02,0,0,0,0,3,0.06,0,0,1,0.02,1,0.02,0,0,1,0.02,1,0.02,0,0,2,0.04,0,0,2,0.04
岐阜県,18,0.34,0,0,1,0.02,2,0.04,0,0,1,0.02,0,0,3,0.06,2,0.04,0,0,1,0.02,0,0,2,0.04,1,0.02,0,0,0,0,0,0,1,0.02,0,0,4,0.08
静岡県,21,0.24,2,0.02,1,0.01,1,0.01,0,0,0,0,1,0.01,1,0.01,0,0,0,0,1,0.01,1,0.01,1,0.01,0,0,2,0.02,2,0.02,1,0.01,5,0.06,0,0,2,0.02
愛知県,34,0.19,1,0.01,0,0,2,0.01,2,0.01,1,0.01,1,0.01,0,0,1,0.01,3,0.02,2,0.01,1,0.01,0,0,1,0.01,3,0.02,0,0,1,0.01,5,0.03,2,0.01,8,0.04
三重県,43,0.96,1,0.02,0,0,0,0,1,0.02,4,0.09,0,0,1,0.02,2,0.04,0,0,0,0,2,0.04,2,0.04,5,0.11,2,0.04,5,0.11,2,0.04,3,0.07,2,0.04,11,0.24
滋賀県,24,0.69,0,0,1,0.03,0,0,1,0.03,3,0.08,1,0.03,1,0.03,0,0,1,0.03,0,0,0,0,3,0.08,2,0.06,1,0.03,0,0,0,0,1,0.03,4,0.12,5,0.14
京都府,61,0.81,0,0,0,0,3,0.04,4,0.05,1,0.01,3,0.04,0,0,3,0.04,3,0.04,2,0.03,1,0.01,3,0.04,3,0.04,2,0.03,4,0.05,8,0.1,5,0.06,9,0.12,7,0.09
大阪府,269,1.37,15,0.08,3,0.02,9,0.05,15,0.08,10,0.05,11,0.06,14,0.07,17,0.09,10,0.05,4,0.02,8,0.04,5,0.03,6,0.03,9,0.05,16,0.08,21,0.11,16,0.08,30,0.15,50,0.26
兵庫県,106,0.83,5,0.04,2,0.02,6,0.05,4,0.03,10,0.08,1,0.01,3,0.02,3,0.02,9,0.07,5,0.04,6,0.05,4,0.03,4,0.03,3,0.02,10,0.08,10,0.08,7,0.05,7,0.05,7,0.05
奈良県,29,0.88,0,0,6,0.18,1,0.03,1,0.03,0,0,1,0.03,0,0,0,0,2,0.06,0,0,0,0,0,0,0,0,1,0.03,4,0.12,6,0.18,1,0.03,2,0.06,4,0.12
和歌山県,21,0.7,0,0,2,0.07,0,0,2,0.07,0,0,0,0,0,0,1,0.03,3,0.1,0,0,0,0,2,0.07,0,0,0,0,1,0.03,1,0.03,1,0.03,6,0.2,2,0.07
鳥取県,9,0.47,0,0,0,0,0,0,0,0,0,0,1,0.05,0,0,0,0,0,0,1,0.05,1,0.05,0,0,0,0,1,0.05,0,0,0,0,1,0.05,2,0.11,2,0.11
島根県,19,0.83,0,0,1,0.04,0,0,0,0,0,0,0,0,0,0,0,0,1,0.04,4,0.17,4,0.17,3,0.13,0,0,1,0.04,2,0.09,1,0.04,0,0,2,0.09,0,0
岡山県,20,0.37,1,0.02,0,0,0,0,0,0,1,0.02,0,0,2,0.04,0,0,1,0.02,2,0.04,0,0,0,0,0,0,3,0.06,0,0,1,0.02,3,0.06,5,0.09,1,0.02
広島県,28,0.41,0,0,1,0.01,2,0.03,2,0.03,1,0.01,1,0.01,0,0,2,0.03,1,0.01,1,0.01,1,0.01,1,0.01,1,0.01,1,0.01,4,0.06,1,0.01,5,0.07,1,0.01,2,0.03
山口県,17,0.4,0,0,1,0.02,1,0.02,0,0,1,0.02,0,0,0,0,0,0,0,0,2,0.05,0,0,0,0,2,0.05,0,0,0,0,0,0,9,0.21,1,0.02,0,0
徳島県,29,1.26,2,0.09,1,0.04,0,0,0,0,0,0,0,0,0,0,3,0.13,1,0.04,4,0.17,5,0.22,1,0.04,0,0,1,0.04,3,0.13,4,0.17,1,0.04,1,0.04,2,0.09
香川県,29,1.04,0,0,2,0.07,3,0.11,2,0.07,3,0.11,1,0.04,1,0.04,3,0.11,1,0.04,1,0.04,1,0.04,3,0.11,1,0.04,2,0.07,1,0.04,2,0.07,0,0,0,0,2,0.07
愛媛県,287,7.97,2,0.06,6,0.16,6,0.16,6,0.16,11,0.3,4,0.11,3,0.08,5,0.14,7,0.19,5,0.14,5,0.14,2,0.05,11,0.3,6,0.16,16,0.43,23,0.62,63,1.7,44,1.19,62,1.68
高知県,58,2.32,0,0,1,0.04,4,0.15,3,0.12,4,0.15,0,0,2,0.08,5,0.19,2,0.08,2,0.08,2,0.08,6,0.23,4,0.16,1,0.04,1,0.04,4,0.16,3,0.12,6,0.24,8,0.32
福岡県,88,0.73,1,0.01,3,0.03,3,0.03,4,0.03,4,0.03,3,0.03,0,0,1,0.01,0,0,2,0.02,1,0.01,1,0.01,3,0.03,9,0.08,14,0.12,10,0.08,8,0.07,6,0.05,15,0.13
佐賀県,10,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.09,1,0.04,1,0.04,0,0,0,0,1,0.04,1,0.04,0,0,0,0,1,0.04,2,0.09,1,0.04
長崎県,14,0.33,0,0,1,0.02,0,0,2,0.05,0,0,3,0.07,0,0,1,0.02,0,0,3,0.07,1,0.02,0,0,0,0,0,0,0,0,0,0,2,0.05,0,0,1,0.02
熊本県,67,1.34,3,0.06,3,0.06,7,0.14,7,0.14,1,0.02,1,0.02,4,0.08,0,0,0,0,0,0,2,0.04,0,0,2,0.04,1,0.02,2,0.04,4,0.08,9,0.18,6,0.12,15,0.3
大分県,166,4.61,3,0.08,0,0,0,0,3,0.08,3,0.08,3,0.08,2,0.06,5,0.14,6,0.17,2,0.06,1,0.03,1,0.03,5,0.14,0,0,7,0.19,23,0.64,40,1.11,35,0.97,27,0.75
宮崎県,42,1.17,1,0.03,1,0.03,0,0,1,0.03,0,0,0,0,1,0.03,0,0,0,0,3,0.08,2,0.06,1,0.03,3,0.08,1,0.03,2,0.06,4,0.11,6,0.17,4,0.11,12,0.33
鹿児島県,113,2.26,5,0.1,8,0.16,3,0.06,5,0.1,3,0.06,6,0.12,2,0.04,9,0.18,6,0.12,5,0.1,1,0.02,4,0.08,2,0.04,6,0.12,4,0.08,5,0.1,12,0.24,8,0.16,19,0.37
沖縄県,58,1.93,2,0.06,0,0,1,0.03,1,0.03,0,0,2,0.06,0,0,2,0.06,0,0,2,0.06,0,0,4,0.13,3,0.1,2,0.07,4,0.13,3,0.1,9,0.3,6,0.2,17,0.57
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
流行性耳下腺炎,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,総数,総数,01週,01週,02週,02週,03週,03週,04週,04週,05週,05週,06週,06週,07週,07週,08週,08週,09週,09週,10週,10週,11週,11週,12週,12週,13週,13週,14週,14週,15週,15週,16週,16週,17週,17週,18週,18週,19週,19週
,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当
総数,1842,0.59,43,0.01,83,0.03,100,0.03,96,0.03,91,0.03,72,0.02,90,0.03,88,0.03,85,0.03,79,0.03,79,0.03,79,0.03,81,0.03,110,0.04,86,0.03,159,0.05,152,0.05,117,0.04,152,0.05
北海道,50,0.36,0,0,2,0.01,2,0.01,3,0.02,4,0.03,3,0.02,4,0.03,1,0.01,3,0.02,3,0.02,4,0.03,5,0.04,1,0.01,1,0.01,1,0.01,5,0.04,2,0.01,2,0.02,4,0.03
青森県,12,0.33,0,0,1,0.03,0,0,1,0.03,1,0.03,0,0,1,0.03,1,0.03,1,0.03,1,0.03,1,0.03,0,0,0,0,0,0,2,0.05,1,0.03,1,0.03,0,0,0,0
岩手県,29,0.74,0,0,2,0.05,6,0.15,0,0,2,0.05,2,0.05,3,0.08,1,0.03,1,0.03,1,0.03,0,0,2,0.05,3,0.08,2,0.05,1,0.03,2,0.05,1,0.03,0,0,0,0
宮城県,31,0.57,1,0.02,2,0.04,1,0.02,0,0,2,0.04,3,0.05,3,0.05,1,0.02,0,0,1,0.02,2,0.04,3,0.05,1,0.02,1,0.02,3,0.06,2,0.04,1,0.02,2,0.04,2,0.04
秋田県,2,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,1,0.03,0,0
山形県,8,0.29,0,0,0,0,0,0,2,0.07,0,0,1,0.04,1,0.04,0,0,1,0.04,0,0,1,0.04,0,0,0,0,1,0.04,1,0.04,0,0,0,0,0,0,0,0
福島県,18,0.37,0,0,1,0.02,1,0.02,1,0.02,0,0,0,0,1,0.02,0,0,1,0.02,1,0.02,1,0.02,0,0,0,0,1,0.02,1,0.02,3,0.06,2,0.04,3,0.06,1,0.02
茨城県,39,0.52,1,0.01,0,0,2,0.03,1,0.01,0,0,2,0.03,5,0.07,2,0.03,2,0.03,3,0.04,1,0.01,0,0,2,0.03,1,0.01,3,0.04,8,0.11,2,0.03,2,0.03,2,0.03
栃木県,24,0.5,2,0.04,0,0,0,0,0,0,2,0.04,2,0.04,2,0.04,2,0.04,0,0,4,0.08,0,0,0,0,0,0,3,0.06,1,0.02,1,0.02,2,0.04,0,0,3,0.06
群馬県,41,0.79,0,0,3,0.06,3,0.06,5,0.09,2,0.04,0,0,1,0.02,2,0.04,1,0.02,1,0.02,4,0.08,2,0.04,2,0.04,1,0.02,3,0.06,4,0.08,4,0.08,1,0.02,2,0.04
埼玉県,168,1.04,7,0.04,7,0.04,10,0.06,12,0.07,8,0.05,6,0.04,6,0.04,10,0.06,3,0.02,4,0.02,6,0.04,9,0.05,6,0.04,12,0.07,6,0.04,13,0.08,17,0.1,10,0.06,16,0.1
千葉県,90,0.72,5,0.04,4,0.03,2,0.02,7,0.06,4,0.03,2,0.02,3,0.02,7,0.06,3,0.02,1,0.01,4,0.03,3,0.02,2,0.02,5,0.04,4,0.03,15,0.12,6,0.05,6,0.05,7,0.06
東京都,240,0.92,0,0,16,0.06,15,0.06,10,0.04,13,0.05,13,0.05,10,0.04,8,0.03,14,0.05,12,0.05,13,0.05,10,0.04,9,0.03,15,0.06,11,0.04,18,0.07,14,0.05,19,0.07,20,0.08
神奈川県,159,0.69,0,0,5,0.02,9,0.04,11,0.05,9,0.04,2,0.01,8,0.03,4,0.02,9,0.04,7,0.03,4,0.02,3,0.01,10,0.04,7,0.03,11,0.05,13,0.06,14,0.06,14,0.06,19,0.08
新潟県,27,0.49,1,0.02,1,0.02,2,0.04,1,0.02,0,0,0,0,2,0.04,4,0.07,2,0.04,1,0.02,3,0.05,2,0.04,2,0.04,0,0,2,0.04,1,0.02,0,0,1,0.02,2,0.04
富山県,5,0.18,1,0.03,1,0.03,0,0,0,0,0,0,0,0,2,0.07,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
石川県,6,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.07,2,0.07,0,0,1,0.03,0,0,0,0,0,0,1,0.03,0,0,0,0
福井県,7,0.28,0,0,0,0,1,0.04,0,0,0,0,0,0,0,0,0,0,0,0,1,0.04,1,0.04,0,0,0,0,1,0.04,0,0,1,0.04,0,0,2,0.08,0,0
山梨県,8,0.33,0,0,0,0,0,0,0,0,0,0,0,0,3,0.13,1,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.04,2,0.08,0,0,1,0.04
長野県,26,0.48,0,0,1,0.02,0,0,0,0,0,0,1,0.02,2,0.04,0,0,0,0,3,0.06,3,0.06,2,0.04,3,0.06,0,0,2,0.04,2,0.04,2,0.04,3,0.06,2,0.04
岐阜県,21,0.4,1,0.02,1,0.02,3,0.06,0,0,0,0,0,0,0,0,1,0.02,1,0.02,0,0,1,0.02,5,0.09,1,0.02,1,0.02,0,0,3,0.06,1,0.02,2,0.04,0,0
静岡県,78,0.88,2,0.02,2,0.02,1,0.01,3,0.03,6,0.07,8,0.09,4,0.04,7,0.08,4,0.04,5,0.06,5,0.06,3,0.03,5,0.06,4,0.04,1,0.01,5,0.06,6,0.07,3,0.03,4,0.04
愛知県,95,0.52,3,0.02,2,0.01,4,0.02,7,0.04,2,0.01,5,0.03,1,0.01,2,0.01,5,0.03,8,0.04,7,0.04,2,0.01,6,0.03,7,0.04,4,0.02,10,0.05,9,0.05,3,0.02,8,0.04
三重県,12,0.27,0,0,0,0,1,0.02,0,0,0,0,1,0.02,0,0,3,0.07,1,0.02,0,0,0,0,1,0.02,0,0,0,0,1,0.02,0,0,3,0.07,0,0,1,0.02
滋賀県,18,0.51,1,0.03,0,0,1,0.03,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03,2,0.06,3,0.08,0,0,2,0.06,2,0.06,2,0.06,3,0.08
京都府,34,0.45,1,0.01,3,0.04,2,0.03,1,0.01,3,0.04,0,0,4,0.05,1,0.01,3,0.04,1,0.01,0,0,1,0.01,1,0.01,1,0.01,2,0.03,2,0.03,1,0.01,2,0.03,5,0.07
大阪府,100,0.51,4,0.02,3,0.02,5,0.03,6,0.03,5,0.03,3,0.02,6,0.03,3,0.02,10,0.05,4,0.02,4,0.02,5,0.03,2,0.01,5,0.03,5,0.03,8,0.04,10,0.05,5,0.03,7,0.04
兵庫県,75,0.59,1,0.01,5,0.04,5,0.04,2,0.02,5,0.04,2,0.02,5,0.04,4,0.03,7,0.05,3,0.02,1,0.01,3,0.02,3,0.02,2,0.02,2,0.02,10,0.08,7,0.05,3,0.02,5,0.04
奈良県,12,0.36,0,0,0,0,0,0,1,0.03,2,0.06,0,0,0,0,1,0.03,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,2,0.06,3,0.09,2,0.06
和歌山県,18,0.6,0,0,1,0.03,0,0,1,0.03,2,0.07,1,0.03,0,0,1,0.03,2,0.07,0,0,1,0.03,1,0.03,0,0,1,0.03,1,0.03,1,0.03,2,0.07,2,0.07,1,0.03
鳥取県,8,0.42,0,0,0,0,0,0,1,0.05,0,0,0,0,1,0.05,1,0.05,2,0.11,0,0,0,0,1,0.05,0,0,0,0,0,0,0,0,0,0,2,0.11,0,0
島根県,13,0.57,0,0,1,0.04,0,0,1,0.04,0,0,0,0,0,0,1,0.04,1,0.04,0,0,0,0,0,0,2,0.09,3,0.13,1,0.04,0,0,1,0.04,1,0.04,1,0.04
岡山県,29,0.54,2,0.04,1,0.02,3,0.06,1,0.02,0,0,1,0.02,1,0.02,2,0.04,1,0.02,2,0.04,1,0.02,0,0,0,0,4,0.07,1,0.02,0,0,4,0.07,2,0.04,3,0.06
広島県,26,0.38,1,0.01,1,0.01,0,0,2,0.03,1,0.01,1,0.01,0,0,1,0.01,1,0.01,1,0.01,1,0.01,0,0,1,0.01,2,0.03,3,0.04,1,0.01,5,0.07,0,0,4,0.05
山口県,7,0.16,0,0,0,0,0,0,1,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.02,0,0,0,0,0,0,0,0,2,0.05,1,0.02,2,0.05
徳島県,6,0.26,0,0,0,0,0,0,0,0,1,0.04,0,0,0,0,0,0,0,0,0,0,1,0.04,2,0.09,0,0,0,0,0,0,0,0,2,0.09,0,0,0,0
香川県,17,0.61,0,0,0,0,2,0.07,1,0.04,2,0.07,1,0.04,0,0,0,0,0,0,1,0.04,0,0,0,0,0,0,1,0.04,0,0,4,0.14,0,0,4,0.14,1,0.04
愛媛県,17,0.47,0,0,1,0.03,2,0.05,2,0.05,2,0.05,1,0.03,1,0.03,2,0.05,0,0,0,0,0,0,0,0,2,0.05,1,0.03,0,0,1,0.03,0,0,0,0,2,0.05
高知県,6,0.24,0,0,0,0,0,0,1,0.04,0,0,0,0,1,0.04,0,0,0,0,1,0.04,0,0,1,0.04,0,0,0,0,0,0,0,0,0,0,1,0.04,1,0.04
福岡県,78,0.65,4,0.03,4,0.03,1,0.01,0,0,4,0.03,1,0.01,4,0.03,2,0.02,2,0.02,0,0,2,0.02,4,0.03,4,0.03,5,0.04,4,0.03,9,0.08,12,0.1,10,0.08,6,0.05
佐賀県,11,0.48,0,0,0,0,1,0.04,1,0.04,2,0.09,1,0.04,0,0,0,0,1,0.04,1,0.04,1,0.04,1,0.04,0,0,0,0,1,0.04,1,0.04,0,0,0,0,0,0
長崎県,11,0.26,0,0,0,0,0,0,1,0.02,1,0.02,0,0,0,0,3,0.07,0,0,0,0,0,0,0,0,0,0,3,0.07,0,0,2,0.05,0,0,1,0.02,0,0
熊本県,29,0.58,1,0.02,1,0.02,2,0.04,2,0.04,2,0.04,5,0.1,0,0,1,0.02,0,0,2,0.04,0,0,0,0,3,0.06,3,0.06,2,0.04,0,0,0,0,1,0.02,4,0.08
大分県,32,0.89,0,0,3,0.08,2,0.06,0,0,0,0,0,0,2,0.06,1,0.03,1,0.03,3,0.08,1,0.03,1,0.03,3,0.08,3,0.08,1,0.03,2,0.06,4,0.11,1,0.03,4,0.11
宮崎県,20,0.56,0,0,2,0.06,1,0.03,2,0.06,0,0,2,0.06,0,0,2,0.06,0,0,1,0.03,0,0,2,0.06,1,0.03,1,0.03,1,0.03,1,0.03,1,0.03,0,0,3,0.08
鹿児島県,37,0.74,3,0.06,0,0,7,0.14,4,0.08,0,0,1,0.02,2,0.04,0,0,1,0.02,0,0,1,0.02,1,0.02,3,0.06,5,0.1,2,0.04,1,0.02,3,0.06,1,0.02,2,0.04
沖縄県,42,1.4,1,0.03,6,0.19,3,0.1,1,0.03,3,0.1,1,0.03,1,0.03,4,0.13,1,0.03,0,0,1,0.03,2,0.06,0,0,3,0.1,2,0.07,6,0.2,4,0.13,1,0.03,2,0.07
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
急性出血性結膜炎,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,総数,総数,01週,01週,02週,02週,03週,03週,04週,04週,05週,05週,06週,06週,07週,07週,08週,08週,09週,09週,10週,10週,11週,11週,12週,12週,13週,13週,14週,14週,15週,15週,16週,16週,17週,17週,18週,18週,19週,19週
,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当
